track_uri,track_name,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist
spotify:track:7JXZq0JgG2zTrSOAgY8VMC,Jungle,320400,0.697,0.235,7,-8.651,0.0534,0.62,0.000144,0.107,0.378,99.947,Drake
spotify:track:5mCPDVBb16L4XQwDdbRUpz,Passionfruit,298941,0.809,0.463,11,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,Drake
spotify:track:13e6f8t7RKXuxZ0JdaaJRG,Jorja Interlude,107673,0.735,0.373,11,-10.478,0.104,0.762,0.00202,0.288,0.237,123.081,Drake
spotify:track:2fkeWbM6iqTw7oGHTYm2lw,4422,186293,0.609,0.229,11,-12.36,0.0333,0.558,0.0413,0.113,0.19,111.887,Drake
spotify:track:6MbH1QiphMCPTqVEVC7UYi,Nothings Into Somethings,153725,0.766,0.234,11,-7.544,0.159,0.332,0.00156,0.358,0.256,96.882,Drake
spotify:track:6n3HGiq4v35D6eFOSwqYuo,Teenage Fever,219692,0.766,0.283,8,-10.33,0.0846,0.111,0.0172,0.115,0.144,97.04,Drake
spotify:track:2Na0z2gfN67Rzf0vp74Wi3,Lose You,305374,0.526,0.583,4,-9.172,0.376,0.699,0.0,0.372,0.378,89.837,Drake
spotify:track:1OHoBC4icbuNhpSxP400sv,Preach,236973,0.605,0.51,11,-8.094,0.423,0.165,8.8e-05,0.104,0.389,65.255,Drake
spotify:track:5JUu0unA8VwhTZ9LkMWUVI,Since Way Back,368036,0.468,0.266,0,-11.121,0.13,0.348,9.55e-06,0.209,0.222,153.294,Drake
spotify:track:2KvHC9z14GSl4YpkNMX384,Do Not Disturb,283551,0.618,0.693,7,-5.943,0.45,0.246,0.0,0.112,0.454,170.982,Drake
spotify:track:4c2xt1trwYZpMqPWY35Xi9,Jaded,262453,0.764,0.271,0,-5.697,0.0414,0.037,0.0,0.175,0.0371,116.019,Drake
spotify:track:6cblRiEGDRNZgowcm951R3,Sandra’s Rose,216333,0.486,0.849,1,-5.432,0.246,0.0481,0.0,0.143,0.519,152.086,Drake
spotify:track:2WP8G2pdddDmnh1xbfKBOI,Finesse,182080,0.807,0.319,0,-8.152,0.0581,0.133,0.000338,0.101,0.299,94.992,Drake
spotify:track:5TCBWmEBrin7etRa4Lswr1,When To Say When,223124,0.41,0.82,1,-6.808,0.533,0.252,0.0,0.538,0.526,170.718,Drake
spotify:track:4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),220488,0.735,0.449,10,-7.507,0.347,0.629,0.0,0.113,0.0397,122.947,Drake
spotify:track:3Q4gttWQ6hxqWOa3tHoTNi,Not You Too (feat. Chris Brown),269680,0.458,0.452,9,-9.299,0.047,0.342,1.94e-05,0.0703,0.316,86.318,Drake
spotify:track:7eYAHC0RbBF9eaqWzT34Aq,Desires (with Future),237946,0.812,0.506,5,-7.706,0.116,0.281,0.0,0.325,0.554,145.074,Drake
spotify:track:5H4mXWKcicuLKDn4Jy0sK7,Time Flies,192932,0.864,0.477,10,-5.786,0.224,0.201,0.0,0.182,0.5,86.46,Drake
spotify:track:6fLVTVaHWaEfVKfEgbkf4D,Losses,271184,0.551,0.57,1,-7.385,0.351,0.28,0.0,0.424,0.505,85.687,Drake
spotify:track:2yg9UN4eo5eMVJ7OB4RWj3,Survival,136187,0.555,0.596,9,-9.09,0.375,0.133,0.0,0.123,0.145,77.324,Drake
spotify:track:35RJhm1pEovTBwnNR0zWad,GREECE (feat. Drake),218902,0.695,0.343,5,-10.798,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,DJ Khaled
spotify:track:2vy9Ry1TNjCD85TiCbTz0r,Liability,237933,0.557,0.706,0,-6.592,0.0649,0.268,0.0,0.132,0.582,105.013,Drake
spotify:track:76kyKtPLsFbQkdQ86QrkF4,Plastic Bag,202085,0.845,0.479,1,-6.065,0.298,0.0104,1.79e-06,0.157,0.35,170.919,Drake
spotify:track:4rmVZajAF7PkrCagGPHbqa,Sticky,243228,0.853,0.495,6,-14.63,0.14,0.0917,0.000217,0.0844,0.0774,137.027,Drake
spotify:track:0V4l4GQhgnWQGtCWpvA7va,Crew Love,208813,0.418,0.546,0,-9.057,0.238,0.227,0.0,0.229,0.294,160.152,Drake
spotify:track:1v24T2ug4TlssYZvI3aL4O,Lust For Life,176179,0.462,0.422,6,-10.381,0.175,0.939,0.0327,0.108,0.0853,87.364,Drake
spotify:track:1cCXT1cErAY6tmIqHbodrt,The Remorse,351220,0.473,0.53,0,-8.506,0.249,0.812,6.92e-06,0.227,0.637,74.732,Drake
spotify:track:6Yj7Zhxt73uvwFFvzQXdxO,Flight's Booked,254407,0.593,0.41,3,-13.097,0.0531,0.886,0.0993,0.115,0.201,122.584,Drake
spotify:track:3aJkV6DUTSCqOwVwaBDG9B,With You,195053,0.878,0.406,1,-9.961,0.248,0.134,0.000234,0.112,0.784,128.014,Drake
spotify:track:5ScbulRnixQ2XAdvrPMFjz,Get Along Better,229304,0.32,0.466,8,-6.77,0.0374,0.00645,0.0,0.133,0.338,177.693,Drake
spotify:track:40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),291175,0.666,0.465,1,-8.545,0.26,0.0503,0.0,0.215,0.292,167.937,Drake
spotify:track:7hRlTK3mgFTBEjX7DjqBsI,Overdrive,202451,0.502,0.645,2,-10.611,0.122,0.444,0.00964,0.107,0.518,109.739,Drake
spotify:track:3EMp20j5E42MxfFbsEsIvD,Churchill Downs (feat. Drake),309327,0.71,0.522,11,-9.102,0.36,0.615,0.0,0.11,0.37,96.448,Jack Harlow
spotify:track:2QoOyCFpDo4NblMLP7vBRT,Is There More,226920,0.636,0.538,1,-7.725,0.312,0.738,0.0,0.149,0.514,83.508,Drake
spotify:track:0zqy3ss4CwD6u4QPksS0nI,8 Out Of 10,195720,0.527,0.689,2,-7.87,0.741,0.161,0.0,0.498,0.31,170.538,Drake
spotify:track:1XsRwo2it6QHdV2OiT6IzF,Tie That Binds,336005,0.775,0.688,4,-10.912,0.0593,0.0176,0.0917,0.108,0.284,120.017,Drake
spotify:track:1HDaPtZuixue2q6VGNRdVO,Pound Cake / Paris Morton Music 2,433800,0.521,0.762,2,-6.75,0.534,0.139,1.11e-05,0.114,0.264,164.289,Drake
spotify:track:1DmnEYXa4WfbdhAPwNzgD8,30 for 30 Freestyle,253935,0.744,0.619,4,-9.143,0.398,0.671,0.0,0.123,0.317,89.252,Drake
spotify:track:5Ggfa9cpkpfp5D6Rg0Yyw1,Come Thru,236360,0.472,0.468,3,-5.815,0.184,0.163,0.0,0.586,0.404,81.94,Drake
spotify:track:3mvYQKm8h6M5K5h0nVPY9S,After Dark (feat. Static Major & Ty Dolla $ign),289560,0.687,0.429,2,-13.075,0.192,0.0407,0.0,0.142,0.336,141.966,Drake
spotify:track:7ijJ5crvsnCvCLJbHpyq3j,Final Fantasy,219960,0.461,0.449,0,-10.998,0.442,0.428,8.29e-06,0.115,0.104,86.505,Drake
spotify:track:6NwhtCYkfwWlcR62Ac4E7y,Successful (feat. Trey Songz & Lil Wayne),375050,0.562,0.544,8,-5.065,0.369,0.536,0.0,0.17,0.231,159.517,Drake
spotify:track:3m62bJJXGyQKdR9XyRocnl,"Two Birds, One Stone",238960,0.529,0.838,8,-2.619,0.212,0.337,0.0,0.127,0.355,88.052,Drake
spotify:track:4XTXamS1g4g93jPxyuFJJ6,Brand New,213492,0.399,0.491,6,-8.992,0.0714,0.631,0.0,0.171,0.356,94.542,Drake
spotify:track:40IiSjljbAhrSbdJ3HxSfH,March 14,309560,0.5,0.419,10,-7.349,0.39,0.4,0.0,0.36,0.313,91.963,Drake
spotify:track:3jipFRgLyKK0oJoG1pKicx,Jaded,262453,0.766,0.272,0,-5.696,0.041,0.0366,0.0,0.175,0.037,116.036,Drake
spotify:track:1v1IXPXl73Z7zy6f5tUa9n,Emotionless,302173,0.413,0.676,1,-5.124,0.213,0.0239,0.0,0.0811,0.0827,173.478,Drake
spotify:track:71SEHJPt1iDwGkBhUOAXDP,Survival,136187,0.685,0.593,9,-9.083,0.284,0.134,0.0,0.123,0.144,84.763,Drake
spotify:track:48WidxP9CqyYtk97pwGZ3c,Wasting Time ( feat. Drake & The Neptunes ),301304,0.443,0.72,7,-3.743,0.0733,0.0669,0.0,0.0909,0.374,89.378,Brent Faiyaz
spotify:track:73IE87H0g2MBmdn41lkVto,Paris Morton Music,251240,0.505,0.494,10,-8.635,0.315,0.414,7.98e-05,0.105,0.141,171.978,Drake
spotify:track:1sPLURKAosM3Jampgp9AWq,Sandra’s Rose,216333,0.487,0.85,1,-5.427,0.25,0.047,0.0,0.142,0.523,152.102,Drake
spotify:track:590bUp2TKTfTS9NfiD4Nmn,Finesse,182080,0.807,0.321,0,-8.147,0.0571,0.132,0.000289,0.1,0.305,94.994,Drake
spotify:track:4czcw3NVLY0of5hTD7OufN,Days in The East,353698,0.733,0.361,1,-11.129,0.135,0.348,0.000285,0.0942,0.0361,94.902,Drake
spotify:track:2WC4sK0ryyysQhtDok9Ytr,From Time,322160,0.737,0.494,1,-9.723,0.416,0.629,0.0,0.126,0.44,94.485,Drake
spotify:track:6EW1fwOk4JHmTZKINZsyjB,B.B. King Freestyle (with Drake),222801,0.664,0.553,11,-8.316,0.415,0.455,0.0,0.181,0.722,87.009,Lil Wayne
spotify:track:6MR5IBSNfDmiwnrlQpVw4w,Club Paradise,283816,0.338,0.729,6,-6.419,0.102,0.758,3.24e-05,0.18,0.543,184.174,Drake
spotify:track:11L064movtyopGdLiX4sVg,Peak,206027,0.687,0.218,9,-13.539,0.0388,0.85,0.000125,0.106,0.269,91.991,Drake
spotify:track:0g2Bbgy7P41pFjMWJuzsf4,STAYING ALIVE (feat. Drake & Lil Baby),178176,0.718,0.461,4,-7.676,0.0797,0.068,0.0,0.283,0.181,129.953,DJ Khaled
spotify:track:74atKkOasLOVzvqB6mYgga,The Real Her,321080,0.567,0.309,8,-14.254,0.385,0.166,0.0,0.12,0.509,65.041,Drake
spotify:track:410TZrK18uRjtsTunG14cl,Middle of the Ocean,356389,0.466,0.703,4,-5.774,0.393,0.18,0.0,0.422,0.25,76.815,Drake
