track_uri,track_name,album_name,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,type,id,uri,track_href,analysis_url,time_signature
spotify:track:0B5OTb36fzLayn6XQHg5A1,Scholarships,What A Time To Be Alive,209288,0.739,0.416,0,-9.319,0.285,0.0966,1.27e-05,0.1,0.259,109.168,0,audio_features,0B5OTb36fzLayn6XQHg5A1,spotify:track:0B5OTb36fzLayn6XQHg5A1,https://api.spotify.com/v1/tracks/0B5OTb36fzLayn6XQHg5A1,https://api.spotify.com/v1/audio-analysis/0B5OTb36fzLayn6XQHg5A1,4
spotify:track:0nq6sfr8z1R5KJ4XUk396e,Stay Schemin,Stay Schemin,267720,0.541,0.734,7,-4.232,0.166,0.0621,0.0,0.12,0.321,162.304,0,audio_features,0nq6sfr8z1R5KJ4XUk396e,spotify:track:0nq6sfr8z1R5KJ4XUk396e,https://api.spotify.com/v1/tracks/0nq6sfr8z1R5KJ4XUk396e,https://api.spotify.com/v1/audio-analysis/0nq6sfr8z1R5KJ4XUk396e,4
spotify:track:1aVut0Tb18c8BOpLGkfAhp,LOYAL (feat. Drake and Bad Bunny) [Remix],PARTYMOBILE,281120,0.878,0.528,0,-6.237,0.0462,0.477,0.00149,0.094,0.422,104.986,0,audio_features,1aVut0Tb18c8BOpLGkfAhp,spotify:track:1aVut0Tb18c8BOpLGkfAhp,https://api.spotify.com/v1/tracks/1aVut0Tb18c8BOpLGkfAhp,https://api.spotify.com/v1/audio-analysis/1aVut0Tb18c8BOpLGkfAhp,4
spotify:track:78sr3ogs4UzITcCNbXM9cM,Used to This (feat. Drake),FUTURE,180520,0.618,0.727,3,-7.224,0.208,0.0312,0.0,0.196,0.401,164.992,0,audio_features,78sr3ogs4UzITcCNbXM9cM,spotify:track:78sr3ogs4UzITcCNbXM9cM,https://api.spotify.com/v1/tracks/78sr3ogs4UzITcCNbXM9cM,https://api.spotify.com/v1/audio-analysis/78sr3ogs4UzITcCNbXM9cM,4
spotify:track:03L2AoiRbWhvt7BDMx1jUB,U With Me?,Views,297373,0.429,0.43,2,-11.373,0.165,0.338,1.18e-05,0.138,0.125,174.983,1,audio_features,03L2AoiRbWhvt7BDMx1jUB,spotify:track:03L2AoiRbWhvt7BDMx1jUB,https://api.spotify.com/v1/tracks/03L2AoiRbWhvt7BDMx1jUB,https://api.spotify.com/v1/audio-analysis/03L2AoiRbWhvt7BDMx1jUB,4
spotify:track:6EW1fwOk4JHmTZKINZsyjB,B.B. King Freestyle (with Drake),B.B. King Freestyle,222801,0.664,0.553,11,-8.316,0.415,0.455,0.0,0.181,0.722,87.009,1,audio_features,6EW1fwOk4JHmTZKINZsyjB,spotify:track:6EW1fwOk4JHmTZKINZsyjB,https://api.spotify.com/v1/tracks/6EW1fwOk4JHmTZKINZsyjB,https://api.spotify.com/v1/audio-analysis/6EW1fwOk4JHmTZKINZsyjB,4
spotify:track:2Na0z2gfN67Rzf0vp74Wi3,Lose You,More Life,305374,0.526,0.583,4,-9.172,0.376,0.699,0.0,0.372,0.378,89.837,1,audio_features,2Na0z2gfN67Rzf0vp74Wi3,spotify:track:2Na0z2gfN67Rzf0vp74Wi3,https://api.spotify.com/v1/tracks/2Na0z2gfN67Rzf0vp74Wi3,https://api.spotify.com/v1/audio-analysis/2Na0z2gfN67Rzf0vp74Wi3,4
spotify:track:17Q87zeXgsAi9iQQbMu9v0,Summer Sixteen,Summer Sixteen,202451,0.594,0.46,1,-7.607,0.382,0.00354,2.71e-05,0.147,0.0541,146.274,1,audio_features,17Q87zeXgsAi9iQQbMu9v0,spotify:track:17Q87zeXgsAi9iQQbMu9v0,https://api.spotify.com/v1/tracks/17Q87zeXgsAi9iQQbMu9v0,https://api.spotify.com/v1/audio-analysis/17Q87zeXgsAi9iQQbMu9v0,4
spotify:track:7jslhIiELQkgW9IHeYNOWE,Big Rings,What A Time To Be Alive,217707,0.776,0.675,8,-6.224,0.266,0.00196,0.0,0.227,0.27,131.984,0,audio_features,7jslhIiELQkgW9IHeYNOWE,spotify:track:7jslhIiELQkgW9IHeYNOWE,https://api.spotify.com/v1/tracks/7jslhIiELQkgW9IHeYNOWE,https://api.spotify.com/v1/audio-analysis/7jslhIiELQkgW9IHeYNOWE,4
spotify:track:7EdJ8z6IBotTjO50DfzzuV,Furthest Thing,Nothing Was The Same,267373,0.484,0.78,9,-5.264,0.135,0.147,0.0,0.0572,0.271,137.105,0,audio_features,7EdJ8z6IBotTjO50DfzzuV,spotify:track:7EdJ8z6IBotTjO50DfzzuV,https://api.spotify.com/v1/tracks/7EdJ8z6IBotTjO50DfzzuV,https://api.spotify.com/v1/audio-analysis/7EdJ8z6IBotTjO50DfzzuV,4
spotify:track:1Ug1mV9h5qVSs4rvvnQWux,I Invented Sex (feat. Drake),Ready (Deluxe),247933,0.69,0.76,0,-4.778,0.0587,0.0678,0.0,0.184,0.468,89.958,1,audio_features,1Ug1mV9h5qVSs4rvvnQWux,spotify:track:1Ug1mV9h5qVSs4rvvnQWux,https://api.spotify.com/v1/tracks/1Ug1mV9h5qVSs4rvvnQWux,https://api.spotify.com/v1/audio-analysis/1Ug1mV9h5qVSs4rvvnQWux,4
spotify:track:2zYs4BonN2ydkbrRk333SN,Come Closer (feat. Drake),Sounds From The Other Side,211293,0.825,0.453,4,-7.429,0.227,0.127,3.82e-06,0.0838,0.496,99.974,0,audio_features,2zYs4BonN2ydkbrRk333SN,spotify:track:2zYs4BonN2ydkbrRk333SN,https://api.spotify.com/v1/tracks/2zYs4BonN2ydkbrRk333SN,https://api.spotify.com/v1/audio-analysis/2zYs4BonN2ydkbrRk333SN,4
spotify:track:1bzM1cd6oqFozdr4wK6HdR,Blessings,Dark Sky Paradise,252040,0.79,0.621,1,-7.634,0.275,0.333,0.0,0.122,0.15,118.895,1,audio_features,1bzM1cd6oqFozdr4wK6HdR,spotify:track:1bzM1cd6oqFozdr4wK6HdR,https://api.spotify.com/v1/tracks/1bzM1cd6oqFozdr4wK6HdR,https://api.spotify.com/v1/audio-analysis/1bzM1cd6oqFozdr4wK6HdR,4
spotify:track:04MLEeAMuV9IlHEsD8vF6A,No Stylist (feat. Drake),No Stylist,192172,0.765,0.704,5,-4.589,0.127,0.0215,0.0,0.227,0.498,147.055,0,audio_features,04MLEeAMuV9IlHEsD8vF6A,spotify:track:04MLEeAMuV9IlHEsD8vF6A,https://api.spotify.com/v1/tracks/04MLEeAMuV9IlHEsD8vF6A,https://api.spotify.com/v1/audio-analysis/04MLEeAMuV9IlHEsD8vF6A,4
spotify:track:4mOkfIYbMX9PXx27hj8NTi,Betrayal (feat. Drake),Trip At Knight (Complete Edition),152025,0.74,0.564,8,-6.71,0.0688,0.0126,0.0,0.126,0.129,158.114,1,audio_features,4mOkfIYbMX9PXx27hj8NTi,spotify:track:4mOkfIYbMX9PXx27hj8NTi,https://api.spotify.com/v1/tracks/4mOkfIYbMX9PXx27hj8NTi,https://api.spotify.com/v1/audio-analysis/4mOkfIYbMX9PXx27hj8NTi,4
spotify:track:7sT7kZEYd1MrmzLLIRVZas,Calling My Name,"Honestly, Nevermind",129965,0.826,0.276,11,-11.227,0.266,0.62,8.53e-05,0.118,0.484,123.985,0,audio_features,7sT7kZEYd1MrmzLLIRVZas,spotify:track:7sT7kZEYd1MrmzLLIRVZas,https://api.spotify.com/v1/tracks/7sT7kZEYd1MrmzLLIRVZas,https://api.spotify.com/v1/audio-analysis/7sT7kZEYd1MrmzLLIRVZas,4
spotify:track:2durxb17bXcmQJHSt8JAdO,No Tellin',If You're Reading This It's Too Late,310933,0.823,0.467,0,-10.394,0.301,0.543,1.06e-06,0.135,0.618,95.026,0,audio_features,2durxb17bXcmQJHSt8JAdO,spotify:track:2durxb17bXcmQJHSt8JAdO,https://api.spotify.com/v1/tracks/2durxb17bXcmQJHSt8JAdO,https://api.spotify.com/v1/audio-analysis/2durxb17bXcmQJHSt8JAdO,4
spotify:track:5LAKjqbB5uurPpxFEicd9S,Wu-Tang Forever,Nothing Was The Same,217680,0.836,0.427,8,-8.516,0.27,0.0474,0.0,0.101,0.368,99.912,0,audio_features,5LAKjqbB5uurPpxFEicd9S,spotify:track:5LAKjqbB5uurPpxFEicd9S,https://api.spotify.com/v1/tracks/5LAKjqbB5uurPpxFEicd9S,https://api.spotify.com/v1/audio-analysis/5LAKjqbB5uurPpxFEicd9S,4
spotify:track:4FIgHqXd4KkOwxrGeLDYM2,Texts Go Green,"Honestly, Nevermind",308820,0.765,0.627,0,-4.607,0.0622,0.000916,0.195,0.0847,0.536,118.997,1,audio_features,4FIgHqXd4KkOwxrGeLDYM2,spotify:track:4FIgHqXd4KkOwxrGeLDYM2,https://api.spotify.com/v1/tracks/4FIgHqXd4KkOwxrGeLDYM2,https://api.spotify.com/v1/audio-analysis/4FIgHqXd4KkOwxrGeLDYM2,4
spotify:track:74atKkOasLOVzvqB6mYgga,The Real Her,Take Care (Deluxe),321080,0.567,0.309,8,-14.254,0.385,0.166,0.0,0.12,0.509,65.041,1,audio_features,74atKkOasLOVzvqB6mYgga,spotify:track:74atKkOasLOVzvqB6mYgga,https://api.spotify.com/v1/tracks/74atKkOasLOVzvqB6mYgga,https://api.spotify.com/v1/audio-analysis/74atKkOasLOVzvqB6mYgga,4
spotify:track:2AGottAzfC8bHzF7kEJ3Wa,Diamonds Dancing,What A Time To Be Alive,314632,0.51,0.358,1,-10.847,0.0467,0.125,3.74e-05,0.111,0.171,136.036,1,audio_features,2AGottAzfC8bHzF7kEJ3Wa,spotify:track:2AGottAzfC8bHzF7kEJ3Wa,https://api.spotify.com/v1/tracks/2AGottAzfC8bHzF7kEJ3Wa,https://api.spotify.com/v1/audio-analysis/2AGottAzfC8bHzF7kEJ3Wa,4
spotify:track:5NFYuqu8V6QXc6mzcLImd6,Hype,Views,209413,0.787,0.635,4,-8.271,0.155,0.0253,0.0,0.357,0.237,130.018,0,audio_features,5NFYuqu8V6QXc6mzcLImd6,spotify:track:5NFYuqu8V6QXc6mzcLImd6,https://api.spotify.com/v1/tracks/5NFYuqu8V6QXc6mzcLImd6,https://api.spotify.com/v1/audio-analysis/5NFYuqu8V6QXc6mzcLImd6,4
spotify:track:2XlHu0HcujBCkWMdIAvrqt,Blem,More Life,216558,0.726,0.535,7,-7.804,0.0476,0.0533,1.38e-05,0.0984,0.375,98.067,0,audio_features,2XlHu0HcujBCkWMdIAvrqt,spotify:track:2XlHu0HcujBCkWMdIAvrqt,https://api.spotify.com/v1/tracks/2XlHu0HcujBCkWMdIAvrqt,https://api.spotify.com/v1/audio-analysis/2XlHu0HcujBCkWMdIAvrqt,4
spotify:track:56NDFbD0tCUawnqeU2wcvv,Girls Love Beyoncé (feat. James Fauntleroy),Care Package,225012,0.619,0.489,11,-11.25,0.46,0.782,0.0,0.106,0.328,126.046,0,audio_features,56NDFbD0tCUawnqeU2wcvv,spotify:track:56NDFbD0tCUawnqeU2wcvv,https://api.spotify.com/v1/tracks/56NDFbD0tCUawnqeU2wcvv,https://api.spotify.com/v1/audio-analysis/56NDFbD0tCUawnqeU2wcvv,4
spotify:track:76gUmNLXGQVOsGhfcshkFP,Madiba Riddim,More Life,205163,0.839,0.521,7,-10.45,0.166,0.245,0.00545,0.607,0.33,105.992,1,audio_features,76gUmNLXGQVOsGhfcshkFP,spotify:track:76gUmNLXGQVOsGhfcshkFP,https://api.spotify.com/v1/tracks/76gUmNLXGQVOsGhfcshkFP,https://api.spotify.com/v1/audio-analysis/76gUmNLXGQVOsGhfcshkFP,4
spotify:track:1I55Ea0zVoSKs6MqW7DQ3i,War,Dark Lane Demo Tapes,180000,0.749,0.792,10,-4.151,0.0826,0.292,0.0,0.109,0.239,144.064,0,audio_features,1I55Ea0zVoSKs6MqW7DQ3i,spotify:track:1I55Ea0zVoSKs6MqW7DQ3i,https://api.spotify.com/v1/tracks/1I55Ea0zVoSKs6MqW7DQ3i,https://api.spotify.com/v1/audio-analysis/1I55Ea0zVoSKs6MqW7DQ3i,4
spotify:track:3lSR267IJfT54p0Gfuw7mi,Right Hand,Right Hand,190595,0.916,0.301,2,-7.657,0.237,0.117,0.0,0.089,0.351,100.518,1,audio_features,3lSR267IJfT54p0Gfuw7mi,spotify:track:3lSR267IJfT54p0Gfuw7mi,https://api.spotify.com/v1/tracks/3lSR267IJfT54p0Gfuw7mi,https://api.spotify.com/v1/audio-analysis/3lSR267IJfT54p0Gfuw7mi,4
spotify:track:48RN2EOOyG2Gs5Pyla7ZJj,Worst Behavior,Nothing Was The Same,270187,0.78,0.799,9,-6.359,0.15,0.158,0.0,0.209,0.414,109.944,1,audio_features,48RN2EOOyG2Gs5Pyla7ZJj,spotify:track:48RN2EOOyG2Gs5Pyla7ZJj,https://api.spotify.com/v1/tracks/48RN2EOOyG2Gs5Pyla7ZJj,https://api.spotify.com/v1/audio-analysis/48RN2EOOyG2Gs5Pyla7ZJj,4
spotify:track:2mmUoyPxzbxehpfm1TpTRK,Star67,If You're Reading This It's Too Late,294973,0.521,0.392,3,-7.88,0.17,0.747,8.81e-06,0.198,0.166,91.939,1,audio_features,2mmUoyPxzbxehpfm1TpTRK,spotify:track:2mmUoyPxzbxehpfm1TpTRK,https://api.spotify.com/v1/tracks/2mmUoyPxzbxehpfm1TpTRK,https://api.spotify.com/v1/audio-analysis/2mmUoyPxzbxehpfm1TpTRK,4
spotify:track:4xRxYWgAtL6pzRz94GlZlA,The Ride,Take Care (Deluxe),351000,0.556,0.702,0,-10.079,0.205,0.517,0.0,0.343,0.793,155.948,0,audio_features,4xRxYWgAtL6pzRz94GlZlA,spotify:track:4xRxYWgAtL6pzRz94GlZlA,https://api.spotify.com/v1/tracks/4xRxYWgAtL6pzRz94GlZlA,https://api.spotify.com/v1/audio-analysis/4xRxYWgAtL6pzRz94GlZlA,4
spotify:track:4kdfjhj9xNkYU0R8xlDy8k,6 Man,If You're Reading This It's Too Late,167653,0.568,0.535,4,-9.306,0.513,0.217,0.0,0.114,0.326,83.589,1,audio_features,4kdfjhj9xNkYU0R8xlDy8k,spotify:track:4kdfjhj9xNkYU0R8xlDy8k,https://api.spotify.com/v1/tracks/4kdfjhj9xNkYU0R8xlDy8k,https://api.spotify.com/v1/audio-analysis/4kdfjhj9xNkYU0R8xlDy8k,4
spotify:track:2YaDRtIlQiZ5WDDB2YuEOC,You & The 6,If You're Reading This It's Too Late,264907,0.545,0.476,7,-7.444,0.284,0.168,0.0,0.13,0.223,154.362,0,audio_features,2YaDRtIlQiZ5WDDB2YuEOC,spotify:track:2YaDRtIlQiZ5WDDB2YuEOC,https://api.spotify.com/v1/tracks/2YaDRtIlQiZ5WDDB2YuEOC,https://api.spotify.com/v1/audio-analysis/2YaDRtIlQiZ5WDDB2YuEOC,4
spotify:track:0q7LGcVSpsIoSbjChtZ8lI,Uptown (feat. Bun B & Lil Wayne),So Far Gone,382262,0.416,0.824,1,-3.075,0.343,0.00391,0.0,0.104,0.417,85.433,1,audio_features,0q7LGcVSpsIoSbjChtZ8lI,spotify:track:0q7LGcVSpsIoSbjChtZ8lI,https://api.spotify.com/v1/tracks/0q7LGcVSpsIoSbjChtZ8lI,https://api.spotify.com/v1/audio-analysis/0q7LGcVSpsIoSbjChtZ8lI,5
spotify:track:5EMKS6mLi4JprJxy8IGdhT,DnF (feat. Drake & Future),Dear America,205387,0.707,0.599,0,-7.053,0.305,0.0836,0.0,0.31,0.55,76.881,0,audio_features,5EMKS6mLi4JprJxy8IGdhT,spotify:track:5EMKS6mLi4JprJxy8IGdhT,https://api.spotify.com/v1/tracks/5EMKS6mLi4JprJxy8IGdhT,https://api.spotify.com/v1/audio-analysis/5EMKS6mLi4JprJxy8IGdhT,4
spotify:track:7sBwAWyXfiIgrYQ8BaJESH,Keep The Family Close,Views,328907,0.378,0.566,9,-7.685,0.0482,0.149,0.0,0.382,0.196,87.691,0,audio_features,7sBwAWyXfiIgrYQ8BaJESH,spotify:track:7sBwAWyXfiIgrYQ8BaJESH,https://api.spotify.com/v1/tracks/7sBwAWyXfiIgrYQ8BaJESH,https://api.spotify.com/v1/audio-analysis/7sBwAWyXfiIgrYQ8BaJESH,3
spotify:track:4ezAjoV01phDz1SqO6SzEU,Why You Always Hatin?,Still Brazy (Deluxe),196587,0.925,0.355,0,-9.309,0.55,0.0413,0.0,0.141,0.383,92.988,0,audio_features,4ezAjoV01phDz1SqO6SzEU,spotify:track:4ezAjoV01phDz1SqO6SzEU,https://api.spotify.com/v1/tracks/4ezAjoV01phDz1SqO6SzEU,https://api.spotify.com/v1/audio-analysis/4ezAjoV01phDz1SqO6SzEU,4
spotify:track:1vbn9fEyw1IYhqgZJdu9ZB,Falling Back,"Honestly, Nevermind",266179,0.718,0.758,10,-8.29,0.0703,0.238,0.00653,0.11,0.349,118.989,1,audio_features,1vbn9fEyw1IYhqgZJdu9ZB,spotify:track:1vbn9fEyw1IYhqgZJdu9ZB,https://api.spotify.com/v1/tracks/1vbn9fEyw1IYhqgZJdu9ZB,https://api.spotify.com/v1/audio-analysis/1vbn9fEyw1IYhqgZJdu9ZB,4
spotify:track:1p3vijWl4pezgUtyCmCVln,The Zone,Trilogy,418507,0.619,0.521,3,-8.092,0.0744,0.26,0.000542,0.101,0.254,139.886,0,audio_features,1p3vijWl4pezgUtyCmCVln,spotify:track:1p3vijWl4pezgUtyCmCVln,https://api.spotify.com/v1/tracks/1p3vijWl4pezgUtyCmCVln,https://api.spotify.com/v1/audio-analysis/1p3vijWl4pezgUtyCmCVln,4
spotify:track:3XLSlQLJf3Ut0zvMUxnF1h,Houstatlantavegas,So Far Gone,290791,0.683,0.695,1,-6.798,0.0574,0.393,0.00124,0.124,0.406,135.337,0,audio_features,3XLSlQLJf3Ut0zvMUxnF1h,spotify:track:3XLSlQLJf3Ut0zvMUxnF1h,https://api.spotify.com/v1/tracks/3XLSlQLJf3Ut0zvMUxnF1h,https://api.spotify.com/v1/audio-analysis/3XLSlQLJf3Ut0zvMUxnF1h,4
spotify:track:6t2eIONH4Sax3R21QWiKNp,Believe Me,Believe Me,337640,0.844,0.491,10,-8.807,0.17,0.272,0.0,0.111,0.196,91.935,0,audio_features,6t2eIONH4Sax3R21QWiKNp,spotify:track:6t2eIONH4Sax3R21QWiKNp,https://api.spotify.com/v1/tracks/6t2eIONH4Sax3R21QWiKNp,https://api.spotify.com/v1/audio-analysis/6t2eIONH4Sax3R21QWiKNp,4
spotify:track:4HG1YiGBseVKzjyKcmAJen,Summer Games,Scorpion,247893,0.776,0.482,1,-11.269,0.0357,0.477,0.0456,0.11,0.134,136.008,1,audio_features,4HG1YiGBseVKzjyKcmAJen,spotify:track:4HG1YiGBseVKzjyKcmAJen,https://api.spotify.com/v1/tracks/4HG1YiGBseVKzjyKcmAJen,https://api.spotify.com/v1/audio-analysis/4HG1YiGBseVKzjyKcmAJen,4
spotify:track:63p3Slj0shAFP0Q7dQetj5,Used To,If You're Reading This It's Too Late,268480,0.926,0.427,10,-7.584,0.105,0.0703,0.000337,0.0818,0.304,96.025,0,audio_features,63p3Slj0shAFP0Q7dQetj5,spotify:track:63p3Slj0shAFP0Q7dQetj5,https://api.spotify.com/v1/tracks/63p3Slj0shAFP0Q7dQetj5,https://api.spotify.com/v1/audio-analysis/63p3Slj0shAFP0Q7dQetj5,4
spotify:track:2uTG00P1DkhB97pdITkl2O,Live From The Gutter,What A Time To Be Alive,211643,0.824,0.49,7,-8.391,0.429,0.0369,1.24e-06,0.0807,0.307,165.948,1,audio_features,2uTG00P1DkhB97pdITkl2O,spotify:track:2uTG00P1DkhB97pdITkl2O,https://api.spotify.com/v1/tracks/2uTG00P1DkhB97pdITkl2O,https://api.spotify.com/v1/audio-analysis/2uTG00P1DkhB97pdITkl2O,4
spotify:track:0zqy3ss4CwD6u4QPksS0nI,8 Out Of 10,Scorpion,195720,0.527,0.689,2,-7.87,0.741,0.161,0.0,0.498,0.31,170.538,1,audio_features,0zqy3ss4CwD6u4QPksS0nI,spotify:track:0zqy3ss4CwD6u4QPksS0nI,https://api.spotify.com/v1/tracks/0zqy3ss4CwD6u4QPksS0nI,https://api.spotify.com/v1/audio-analysis/0zqy3ss4CwD6u4QPksS0nI,4
spotify:track:3d8PDk3B4am5c6TsUCznUW,Shut It Down,Thank Me Later,419307,0.59,0.434,9,-9.298,0.069,0.411,0.0,0.0979,0.399,119.905,0,audio_features,3d8PDk3B4am5c6TsUCznUW,spotify:track:3d8PDk3B4am5c6TsUCznUW,https://api.spotify.com/v1/tracks/3d8PDk3B4am5c6TsUCznUW,https://api.spotify.com/v1/audio-analysis/3d8PDk3B4am5c6TsUCznUW,4
spotify:track:6NwhtCYkfwWlcR62Ac4E7y,Successful (feat. Trey Songz & Lil Wayne),So Far Gone,375050,0.562,0.544,8,-5.065,0.369,0.536,0.0,0.17,0.231,159.517,1,audio_features,6NwhtCYkfwWlcR62Ac4E7y,spotify:track:6NwhtCYkfwWlcR62Ac4E7y,https://api.spotify.com/v1/tracks/6NwhtCYkfwWlcR62Ac4E7y,https://api.spotify.com/v1/audio-analysis/6NwhtCYkfwWlcR62Ac4E7y,4
spotify:track:43xzI2dp9CTUsmZXjm1voH,Over Here (feat. Drake),PARTYNEXTDOOR,177827,0.795,0.592,8,-6.973,0.129,0.0387,1.88e-05,0.111,0.177,97.204,1,audio_features,43xzI2dp9CTUsmZXjm1voH,spotify:track:43xzI2dp9CTUsmZXjm1voH,https://api.spotify.com/v1/tracks/43xzI2dp9CTUsmZXjm1voH,https://api.spotify.com/v1/audio-analysis/43xzI2dp9CTUsmZXjm1voH,4
spotify:track:7v0hKO3RYhEXt2EPXf4AOS,Show Me A Good Time,Thank Me Later,210360,0.667,0.734,6,-6.064,0.119,0.0386,0.0,0.108,0.704,128.318,0,audio_features,7v0hKO3RYhEXt2EPXf4AOS,spotify:track:7v0hKO3RYhEXt2EPXf4AOS,https://api.spotify.com/v1/tracks/7v0hKO3RYhEXt2EPXf4AOS,https://api.spotify.com/v1/audio-analysis/7v0hKO3RYhEXt2EPXf4AOS,4
spotify:track:05aZ9sAU1YXndHv0FMi9iW,Demons (feat. Fivio Foreign & Sosa Geek),Dark Lane Demo Tapes,204805,0.543,0.766,0,-3.387,0.343,0.423,0.0,0.155,0.729,106.869,0,audio_features,05aZ9sAU1YXndHv0FMi9iW,spotify:track:05aZ9sAU1YXndHv0FMi9iW,https://api.spotify.com/v1/tracks/05aZ9sAU1YXndHv0FMi9iW,https://api.spotify.com/v1/audio-analysis/05aZ9sAU1YXndHv0FMi9iW,3
spotify:track:7MjSipTto9QljYzZnloXOn,Views,Views,311960,0.395,0.852,5,-5.896,0.37,0.0657,0.0,0.262,0.112,76.428,1,audio_features,7MjSipTto9QljYzZnloXOn,spotify:track:7MjSipTto9QljYzZnloXOn,https://api.spotify.com/v1/tracks/7MjSipTto9QljYzZnloXOn,https://api.spotify.com/v1/audio-analysis/7MjSipTto9QljYzZnloXOn,4
spotify:track:73IE87H0g2MBmdn41lkVto,Paris Morton Music,Care Package,251240,0.505,0.494,10,-8.635,0.315,0.414,7.98e-05,0.105,0.141,171.978,0,audio_features,73IE87H0g2MBmdn41lkVto,spotify:track:73IE87H0g2MBmdn41lkVto,https://api.spotify.com/v1/tracks/73IE87H0g2MBmdn41lkVto,https://api.spotify.com/v1/audio-analysis/73IE87H0g2MBmdn41lkVto,4
spotify:track:5JUu0unA8VwhTZ9LkMWUVI,Since Way Back,More Life,368036,0.468,0.266,0,-11.121,0.13,0.348,9.55e-06,0.209,0.222,153.294,1,audio_features,5JUu0unA8VwhTZ9LkMWUVI,spotify:track:5JUu0unA8VwhTZ9LkMWUVI,https://api.spotify.com/v1/tracks/5JUu0unA8VwhTZ9LkMWUVI,https://api.spotify.com/v1/audio-analysis/5JUu0unA8VwhTZ9LkMWUVI,4
spotify:track:3Jv1XgMPVjdN5xGfnRJ20s,Pop That,Excuse My French,303533,0.734,0.892,2,-1.856,0.125,0.0648,0.0,0.58,0.605,138.031,1,audio_features,3Jv1XgMPVjdN5xGfnRJ20s,spotify:track:3Jv1XgMPVjdN5xGfnRJ20s,https://api.spotify.com/v1/tracks/3Jv1XgMPVjdN5xGfnRJ20s,https://api.spotify.com/v1/audio-analysis/3Jv1XgMPVjdN5xGfnRJ20s,4
spotify:track:2vy9Ry1TNjCD85TiCbTz0r,Liability,"Honestly, Nevermind",237933,0.557,0.706,0,-6.592,0.0649,0.268,0.0,0.132,0.582,105.013,1,audio_features,2vy9Ry1TNjCD85TiCbTz0r,spotify:track:2vy9Ry1TNjCD85TiCbTz0r,https://api.spotify.com/v1/tracks/2vy9Ry1TNjCD85TiCbTz0r,https://api.spotify.com/v1/audio-analysis/2vy9Ry1TNjCD85TiCbTz0r,4
spotify:track:6FyDii5Aec6cNcjLzvS37z,100 (feat. Drake),The Documentary 2 + 2.5 (Collector's Edition),334360,0.801,0.521,4,-9.871,0.28,0.0136,0.0,0.179,0.412,108.025,0,audio_features,6FyDii5Aec6cNcjLzvS37z,spotify:track:6FyDii5Aec6cNcjLzvS37z,https://api.spotify.com/v1/tracks/6FyDii5Aec6cNcjLzvS37z,https://api.spotify.com/v1/audio-analysis/6FyDii5Aec6cNcjLzvS37z,4
spotify:track:7udsBKuqnJ5csWTAkR0vEI,We'll Be Fine,Take Care (Deluxe),247947,0.386,0.488,1,-7.303,0.422,0.00171,0.0,0.64,0.217,193.397,0,audio_features,7udsBKuqnJ5csWTAkR0vEI,spotify:track:7udsBKuqnJ5csWTAkR0vEI,https://api.spotify.com/v1/tracks/7udsBKuqnJ5csWTAkR0vEI,https://api.spotify.com/v1/audio-analysis/7udsBKuqnJ5csWTAkR0vEI,4
spotify:track:0xl1w2q4VLojeXp4JfazPL,Sacrifices,More Life,307593,0.903,0.439,8,-11.813,0.397,0.0407,0.0,0.138,0.532,139.112,1,audio_features,0xl1w2q4VLojeXp4JfazPL,spotify:track:0xl1w2q4VLojeXp4JfazPL,https://api.spotify.com/v1/tracks/0xl1w2q4VLojeXp4JfazPL,https://api.spotify.com/v1/audio-analysis/0xl1w2q4VLojeXp4JfazPL,4
spotify:track:0FnxK9FEAQyPJ284QcieNb,5 Am in Toronto,Care Package,205264,0.555,0.88,11,-4.325,0.265,0.0678,0.0,0.0723,0.391,87.195,0,audio_features,0FnxK9FEAQyPJ284QcieNb,spotify:track:0FnxK9FEAQyPJ284QcieNb,https://api.spotify.com/v1/tracks/0FnxK9FEAQyPJ284QcieNb,https://api.spotify.com/v1/audio-analysis/0FnxK9FEAQyPJ284QcieNb,4
spotify:track:5LZ0ZCRXrklIpnzn4Tcyde,Unforgettable,Thank Me Later,213813,0.546,0.87,4,-5.107,0.114,0.103,0.0,0.111,0.071,156.145,0,audio_features,5LZ0ZCRXrklIpnzn4Tcyde,spotify:track:5LZ0ZCRXrklIpnzn4Tcyde,https://api.spotify.com/v1/tracks/5LZ0ZCRXrklIpnzn4Tcyde,https://api.spotify.com/v1/audio-analysis/5LZ0ZCRXrklIpnzn4Tcyde,4
spotify:track:3szf2z1Cy1QMrtHrbn8rz9,Elevate,Scorpion,184960,0.758,0.474,1,-8.72,0.147,0.0152,0.0,0.116,0.0542,76.061,1,audio_features,3szf2z1Cy1QMrtHrbn8rz9,spotify:track:3szf2z1Cy1QMrtHrbn8rz9,https://api.spotify.com/v1/tracks/3szf2z1Cy1QMrtHrbn8rz9,https://api.spotify.com/v1/audio-analysis/3szf2z1Cy1QMrtHrbn8rz9,4
